Timestamp,Boresight,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),Beam Sweep Time (s)
20251224_124121_552,-32,2,-43.5,30,2.9,7.201469798033742,7.902931213378906
20251224_124129_457,-32,54,31.9,30,2.9,17.937819465532698,7.90272331237793
20251224_124137_361,-31,54,31.9,30,2.9,16.92079715111285,7.904596567153931
20251224_124145_266,-30,51,27.6,30,2.9,20.389048507211783,7.904784202575684
20251224_124153_172,-30,2,-43.5,30,2.9,7.580441793611527,7.90468168258667
20251224_124201_078,-29,51,27.6,30,2.9,20.267150850116494,7.90858793258667
20251224_124208_988,-28,49,24.7,30,2.9,20.17917323138124,7.904332399368286
20251224_124216_894,-28,1,-45.0,31,1.5,7.582305949330049,7.904814958572388
20251224_124224_800,-27,51,27.6,30,2.9,18.51683920507585,7.904950857162476
20251224_124232_706,-27,47,21.8,30,2.9,20.09548907544439,7.906507015228271
20251224_124240_614,-26,47,21.8,30,2.9,20.584839599700345,7.9045257568359375
20251224_124248_520,-25,50,26.1,30,2.9,17.27741949694098,7.906431436538696
20251224_124256_428,-25,48,23.2,30,2.9,20.63394194910535,7.906678676605225
20251224_124304_336,-24,47,21.8,30,2.9,19.75844488472561,7.904352426528931
20251224_124312_241,-23,46,20.3,30,2.9,20.40479250991322,7.906696557998657
20251224_124320_149,-23,45,18.9,30,2.9,20.8869300653771,7.904630422592163
20251224_124328_055,-22,46,20.3,30,2.9,19.314421838198346,7.904343843460083
20251224_124335_961,-21,45,18.9,30,2.9,20.57131163036466,7.91059684753418
20251224_124343_873,-21,1,-45.0,51,-27.6,7.017264571126816,7.90669846534729
20251224_124351_781,-20,45,18.9,30,2.9,19.44938494823218,7.904938459396362
20251224_124359_687,-20,45,18.9,30,2.9,19.326811068607725,7.906341791152954
20251224_124407_595,-19,45,18.9,30,2.9,18.231070684655396,7.902541637420654
20251224_124415_499,-18,2,-43.5,30,2.9,7.703685807284387,7.908480405807495
20251224_124423_408,-18,42,14.5,30,2.9,20.655106442738614,7.912632942199707
20251224_124431_322,-17,1,-45.0,38,-8.7,7.201467585645474,7.904736042022705
20251224_124439_228,-16,42,14.5,30,2.9,20.43395337778783,7.906691551208496
20251224_124447_136,-16,1,-45.0,28,5.8,7.204904569668798,7.902272462844849
20251224_124455_040,-15,41,13.1,30,2.9,19.979323256041383,7.906617164611816
20251224_124502_948,-14,42,14.5,30,2.9,18.635887853579614,7.904870510101318
20251224_124510_854,-14,39,10.2,30,2.9,21.20210877225314,7.908370018005371
20251224_124518_764,-13,1,-45.0,21,16.0,7.287295784017388,7.914628982543945
20251224_124526_679,-13,59,39.2,31,1.5,7.7728053086893,7.912721157073975
20251224_124534_593,-12,39,10.2,30,2.9,20.696482248895503,7.910495758056641
20251224_124542_505,-11,40,11.6,30,2.9,16.918934075338754,7.91267728805542
20251224_124550_419,-11,37,7.3,30,2.9,21.100394086892408,7.908267021179199
20251224_124558_329,-10,37,7.3,30,2.9,20.760978331295888,7.910674333572388
20251224_124606_241,-9,1,-45.0,32,0.0,7.209975403396399,7.908499240875244
20251224_124614_151,-9,35,4.4,30,2.9,21.0244124679773,7.908631324768066
20251224_124622_061,-8,38,8.7,30,2.9,16.594882083018135,7.9108076095581055
20251224_124629_973,-8,36,5.8,30,2.9,20.28764880016477,7.912565469741821
20251224_124637_886,-7,35,4.4,30,2.9,20.15435418370097,7.912578105926514
20251224_124645_800,-6,35,4.4,30,2.9,19.308548443300097,7.912781000137329
20251224_124653_714,-6,1,-45.0,30,2.9,8.68231046539644,7.906471490859985
20251224_124701_622,-5,32,0.0,30,2.9,20.5759372010256,7.906620979309082
20251224_124709_530,-4,32,0.0,30,2.9,20.296277441609163,7.926868438720703
20251224_124717_458,-4,1,-45.0,31,1.5,8.540858152975105,7.918600559234619
20251224_124725_378,-3,33,1.5,31,1.5,19.231345409527066,7.910531044006348
20251224_124733_290,-2,1,-45.0,31,1.5,8.358756215299863,7.921845197677612
20251224_124741_213,-2,32,0.0,30,2.9,19.72333207820172,7.930806875228882
20251224_124749_145,-1,32,0.0,30,2.9,18.466115944755074,7.91099214553833
20251224_124757_057,-1,29,-4.4,31,1.5,20.717269164413167,7.912700891494751
20251224_124804_971,0,30,-2.9,31,1.5,20.553588068853216,7.916313171386719
20251224_124812_889,1,30,-2.9,30,2.9,20.05811510178164,7.922765731811523
20251224_124820_813,1,28,-5.8,30,2.9,21.183856662695987,7.92074990272522
20251224_124828_735,2,2,-43.5,29,4.4,7.208030924893606,7.918523073196411
20251224_124836_655,3,27,-7.3,30,2.9,20.418155478944517,7.922667264938354
20251224_124844_579,3,28,-5.8,31,1.5,20.56021486144826,7.932416677474976
20251224_124852_512,4,28,-5.8,30,2.9,19.9862469230136,7.92265510559082
20251224_124900_436,5,1,-45.0,28,5.8,7.575778215513566,7.91033935546875
20251224_124908_348,5,25,-10.2,30,2.9,20.40724450494487,7.914663076400757
20251224_124916_264,6,25,-10.2,30,2.9,20.325034624906635,7.926682710647583
20251224_124924_192,6,1,-45.0,32,0.0,7.708635363962983,7.922546625137329
20251224_124932_116,7,25,-10.2,30,2.9,20.274198393977716,7.926786422729492
20251224_124940_044,8,26,-8.7,30,2.9,18.141432110468884,7.926685094833374
20251224_124947_972,8,26,-8.7,30,2.9,18.393119955810107,7.9344377517700195
20251224_124955_907,9,25,-10.2,31,1.5,18.63166776149326,7.924746751785278
20251224_125003_833,10,23,-13.1,31,1.5,20.82333506763348,7.920653343200684
20251224_125011_755,10,23,-13.1,30,2.9,20.430160432155237,7.928589820861816
20251224_125019_685,11,2,-43.5,30,2.9,7.247978733120178,7.9305431842803955
20251224_125027_617,12,21,-16.0,30,2.9,20.782165135149057,7.928812265396118
20251224_125035_547,12,1,-45.0,63,-45.0,7.002416837006507,7.926752805709839
20251224_125043_475,13,20,-17.4,30,2.9,20.599578550978578,7.93252682685852
20251224_125051_409,13,2,-43.5,43,-16.0,7.2034495444105175,7.932500600814819
20251224_125059_342,14,19,-18.9,30,2.9,20.68853137968084,7.932673931121826
20251224_125107_276,15,19,-18.9,30,2.9,20.68822885961057,7.930495262145996
20251224_125115_208,15,1,-45.0,30,2.9,7.251441765971776,7.920903205871582
20251224_125123_130,16,22,-14.5,31,1.5,13.827481261244516,7.928352832794189
20251224_125131_060,17,20,-17.4,31,1.5,18.68614678166604,7.930830717086792
