Timestamp,Boresight,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),Beam Sweep Time (s)
20251224_143048_682,-45,62,43.5,6,37.7,24.64855998899189,7.857198476791382
20251224_143056_543,-44,62,43.5,27,7.3,24.109538972924526,7.893598318099976
20251224_143104_437,-43,60,40.6,26,8.7,25.427485100530944,7.896398544311523
20251224_143112_335,-42,60,40.6,23,13.1,25.00504351282433,7.898425579071045
20251224_143120_235,-41,59,39.2,2,43.5,25.494589452781526,7.90027928352356
20251224_143128_136,-40,2,-43.5,28,5.8,6.747206864525779,7.898414850234985
20251224_143136_036,-39,57,36.3,53,-30.5,25.92585053487288,7.900530815124512
20251224_143143_938,-38,56,34.8,51,-27.6,26.022683986582194,7.904585123062134
20251224_143151_844,-37,55,33.4,1,45.0,26.12646706690738,7.896387338638306
20251224_143159_741,-36,55,33.4,55,-33.4,26.15935007178146,7.898300886154175
20251224_143207_641,-35,1,-45.0,1,45.0,8.356600591032674,7.898519515991211
20251224_143215_541,-34,54,31.9,41,-13.1,25.51230742035358,7.896470546722412
20251224_143223_438,-33,51,27.6,22,14.5,26.130969564043028,7.896624326705933
20251224_143231_336,-32,51,27.6,2,43.5,26.587717630373547,7.896266460418701
20251224_143239_234,-31,52,29.0,7,36.3,25.898105807483873,7.908478498458862
20251224_143247_143,-30,52,29.0,61,-42.1,25.220268848815422,7.898489475250244
20251224_143255_043,-29,51,27.6,40,-11.6,25.963866910023782,7.900191783905029
20251224_143302_945,-28,49,24.7,5,39.2,26.599097480473915,7.898593425750732
20251224_143310_844,-27,50,26.1,20,17.4,25.782583465200574,7.904561519622803
20251224_143318_750,-26,49,24.7,50,-26.1,25.996341426944724,7.898400068283081
20251224_143326_650,-25,50,26.1,1,45.0,23.11615444208219,7.896273136138916
20251224_143334_548,-24,48,23.2,18,20.3,26.18100324385604,7.898571968078613
20251224_143342_447,-23,46,20.3,13,27.6,26.262866010039744,7.902348756790161
20251224_143350_351,-22,45,18.9,61,-42.1,26.742361085635707,7.900395631790161
20251224_143358_253,-21,45,18.9,8,34.8,26.216583795793085,7.898191213607788
20251224_143406_152,-20,46,20.3,33,-1.5,22.6743966375886,7.896502256393433
20251224_143414_050,-19,44,17.4,37,-7.3,25.915570931306092,7.902531385421753
20251224_143421_954,-18,44,17.4,4,40.6,24.657290808927343,7.900619745254517
20251224_143429_856,-17,42,14.5,21,16.0,26.658173926296087,7.900588035583496
20251224_143437_757,-16,41,13.1,25,10.2,26.668583831347533,7.9023308753967285
20251224_143445_661,-15,42,14.5,3,42.1,25.102404528586916,7.9086549282073975
20251224_143453_571,-14,42,14.5,5,39.2,23.45227481516598,7.898336172103882
20251224_143501_470,-13,39,10.2,19,18.9,27.44027206117454,7.898283958435059
20251224_143509_370,-12,40,11.6,16,23.2,25.45121914664591,7.898634195327759
20251224_143517_270,-11,39,10.2,19,18.9,25.872743466295674,7.904636859893799
20251224_143525_176,-10,38,8.7,26,8.7,25.86117642911033,7.902405023574829
20251224_143533_079,-9,38,8.7,45,-18.9,24.360392207272838,7.902802467346191
20251224_143540_983,-8,38,8.7,27,7.3,23.21566755342741,7.898017883300781
20251224_143548_883,-7,35,4.4,24,11.6,26.3658487249792,7.910399675369263
20251224_143556_794,-6,35,4.4,17,21.8,25.448102632228398,7.900826454162598
20251224_143604_696,-5,34,2.9,33,-1.5,25.78292316423149,7.898251533508301
20251224_143612_596,-4,34,2.9,26,8.7,24.82424506899855,7.900444030761719
20251224_143620_498,-3,32,0,62,-43.5,26.839925466421477,7.910546064376831
20251224_143628_409,-2,32,0,55,-33.4,26.090178373139622,7.916317939758301
20251224_143636_327,-1,32,0,1,45.0,25.864556566490492,7.90054988861084
20251224_143644_229,0,32,0,1,45.0,24.685454066721064,7.898547649383545
20251224_143652_128,1,29,-4.4,3,42.1,27.228636652437714,7.904675245285034
20251224_143700_034,2,30,-2.9,1,45.0,26.374381951872934,7.902366638183594
20251224_143707_938,3,29,-4.4,6,37.7,26.448970473131496,7.898571968078613
20251224_143715_838,4,27,-7.3,7,36.3,26.82598659969989,7.9023332595825195
20251224_143723_741,5,2,-43.5,53,-30.5,9.699871434454721,7.911832809448242
20251224_143731_654,6,27,-7.3,3,42.1,26.230954964354183,7.903023719787598
20251224_143739_558,7,26,-8.7,1,45.0,26.51383281848122,7.904657602310181
20251224_143747_465,8,25,-10.2,13,27.6,26.58695405027248,7.9102771282196045
20251224_143755_376,9,23,-13.1,47,-21.8,27.220820480063878,7.911257028579712
20251224_143803_289,10,1,-45.0,59,-39.2,8.313859571531566,7.905636310577393
20251224_143811_196,11,24,-11.6,4,40.6,25.499530961384536,7.905996799468994
20251224_143819_103,12,21,-16.0,42,-14.5,27.012917483263664,7.9044029712677
20251224_143827_009,13,21,-16.0,18,20.3,26.961071040003077,7.907078266143799
20251224_143834_917,14,22,-14.5,19,18.9,24.99264461454173,7.903956890106201
20251224_143842_822,15,19,-18.9,23,13.1,27.102404230313184,7.902477979660034
20251224_143850_726,16,20,-17.4,14,26.1,25.960014469583783,7.91220498085022
20251224_143858_640,17,19,-18.9,8,34.8,26.488044494063587,7.918681859970093
20251224_143906_560,18,18,-20.3,2,43.5,25.90235734702695,7.9204487800598145
20251224_143914_481,19,17,-21.8,4,40.6,26.320090724311783,7.906359672546387
20251224_143922_389,20,17,-21.8,11,30.5,25.854124370352395,7.9024388790130615
20251224_143930_292,21,16,-23.2,22,14.5,26.325180083590098,7.913736820220947
20251224_143938_207,22,16,-23.2,27,7.3,25.79428487164583,7.9031078815460205
20251224_143946_112,23,16,-23.2,4,40.6,24.466848285899204,7.900561809539795
20251224_143954_014,24,13,-27.6,20,17.4,26.509927411595328,7.910372972488403
20251224_144001_925,25,2,-43.5,24,11.6,7.40906044896002,7.912761211395264
20251224_144009_839,26,13,-27.6,21,16.0,25.977027437918935,7.906695604324341
20251224_144017_747,27,11,-30.5,7,36.3,26.211018137360227,7.903841972351074
20251224_144025_653,28,12,-29.0,27,7.3,25.655685137488263,7.912655830383301
20251224_144033_566,29,9,-33.4,56,-34.8,26.108569026345037,7.915318489074707
20251224_144041_483,30,10,-31.9,22,14.5,26.25106404575665,7.911712169647217
20251224_144049_396,31,7,-36.3,53,-30.5,26.6236410486286,7.917808294296265
20251224_144057_315,32,2,-43.5,61,-42.1,21.280073582147438,7.920593738555908
20251224_144105_237,33,8,-34.8,25,10.2,25.844404865986476,7.926606178283691
20251224_144113_165,34,8,-34.8,9,33.4,25.350443145035058,7.9163196086883545
20251224_144121_083,35,6,-37.7,47,-21.8,25.84015155357517,7.914552211761475
20251224_144128_999,36,6,-37.7,43,-16.0,25.686058129288313,7.918451309204102
20251224_144136_919,37,4,-40.6,32,0,25.96356604624731,7.9062583446502686
20251224_144144_826,38,4,-40.6,55,-33.4,25.720541098588086,7.916491270065308
20251224_144152_744,39,4,-40.6,18,20.3,25.152324892218076,7.924603700637817
20251224_144200_670,40,3,-42.1,25,10.2,25.54801175663293,7.924806594848633
20251224_144208_596,41,4,-40.6,33,-1.5,23.369491358648602,7.92202353477478
20251224_144216_519,42,3,-42.1,13,27.6,24.329489437202852,7.920252323150635
